COMID,CAT_PPT1971_ANN,ACC_PPT1971_ANN,TOT_PPT1971_ANN,source
3917070,832.68,832.68,832.68,PPT1971_ANN_CONUS
3917072,797.28,797.28,797.28,PPT1971_ANN_CONUS
3917082,834.84,834.84,834.84,PPT1971_ANN_CONUS
3917084,843.96,843.96,843.96,PPT1971_ANN_CONUS
3917106,793.68,824.28,824.28,PPT1971_ANN_CONUS
3917114,754.08,754.08,754.08,PPT1971_ANN_CONUS
3917130,730.8,756.72,756.72,PPT1971_ANN_CONUS
3917136,731.4,731.4,731.4,PPT1971_ANN_CONUS
3917138,644.28,644.28,644.28,PPT1971_ANN_CONUS
3917154,781.68,791.04,791.04,PPT1971_ANN_CONUS
3917156,711.96,711.96,711.96,PPT1971_ANN_CONUS
3917158,454.2,454.2,454.2,PPT1971_ANN_CONUS
3917160,490.68,490.68,490.68,PPT1971_ANN_CONUS
3917162,691.08,751.2,751.2,PPT1971_ANN_CONUS
3917164,637.92,637.92,637.92,PPT1971_ANN_CONUS
3917172,711.72,711.72,711.72,PPT1971_ANN_CONUS
3917176,685.56,742.08,742.08,PPT1971_ANN_CONUS
3917178,692.16,746.76,746.76,PPT1971_ANN_CONUS
3917194,768.96,768.96,768.96,PPT1971_ANN_CONUS
3917198,433.44,702.6,702.6,PPT1971_ANN_CONUS
3917200,395.4,684,684,PPT1971_ANN_CONUS
3917212,651.96,651.96,651.96,PPT1971_ANN_CONUS
3917214,476.88,476.88,476.88,PPT1971_ANN_CONUS
3917218,443.4,614.76,614.76,PPT1971_ANN_CONUS
3917220,441,602.76,602.76,PPT1971_ANN_CONUS
3917228,441,441,441,PPT1971_ANN_CONUS
3917230,360.6,360.6,360.6,PPT1971_ANN_CONUS
3917244,356.88,649.92,665.16,PPT1971_ANN_CONUS
3917250,694.56,694.56,694.56,PPT1971_ANN_CONUS
3917256,441,753,753,PPT1971_ANN_CONUS
3917268,441,740.28,740.28,PPT1971_ANN_CONUS
3917272,631.92,819.48,819.48,PPT1971_ANN_CONUS
3917274,440.04,440.04,440.04,PPT1971_ANN_CONUS
3917276,694.92,829.68,829.68,PPT1971_ANN_CONUS
3917278,579.48,782.52,782.52,PPT1971_ANN_CONUS
3917280,440.28,694.2,694.2,PPT1971_ANN_CONUS
3917282,539.76,745.2,745.2,PPT1971_ANN_CONUS
3917284,436.68,716.88,716.88,PPT1971_ANN_CONUS
3917286,436.8,436.8,436.8,PPT1971_ANN_CONUS
3917912,684.6,751.2,751.2,PPT1971_ANN_CONUS
3917914,638.04,651.6,651.6,PPT1971_ANN_CONUS
3917916,702,718.32,718.32,PPT1971_ANN_CONUS
3917918,560.52,718.92,718.92,PPT1971_ANN_CONUS
3917920,451.32,473.04,473.04,PPT1971_ANN_CONUS
3917922,418.68,418.68,418.68,PPT1971_ANN_CONUS
3917946,374.52,643.8,660.48,PPT1971_ANN_CONUS
3917948,385.08,678.36,678.36,PPT1971_ANN_CONUS
3917950,363.72,655.2,669.24,PPT1971_ANN_CONUS
3917956,910.44,910.44,910.44,PPT1971_ANN_CONUS
3917958,899.52,899.52,899.52,PPT1971_ANN_CONUS
3917960,869.4,869.4,869.4,PPT1971_ANN_CONUS
948010089,409.8,417.84,417.84,PPT1971_ANN_CONUS
