COMID,CAT_TAV1961_ANN,ACC_TAV1961_ANN,TOT_TAV1961_ANN,source
3917070,8.02,8.02,8.02,TAV1961_ANN_CONUS
3917072,8.15,8.15,8.15,TAV1961_ANN_CONUS
3917082,7.88,7.88,7.88,TAV1961_ANN_CONUS
3917084,7.66,7.66,7.66,TAV1961_ANN_CONUS
3917106,7.97,7.8,7.8,TAV1961_ANN_CONUS
3917114,7.94,7.94,7.94,TAV1961_ANN_CONUS
3917130,8.06,8.07,8.07,TAV1961_ANN_CONUS
3917136,8.11,8.11,8.11,TAV1961_ANN_CONUS
3917138,8.23,8.23,8.23,TAV1961_ANN_CONUS
3917154,8.05,8.05,8.05,TAV1961_ANN_CONUS
3917156,8.31,8.31,8.31,TAV1961_ANN_CONUS
3917158,9.39,9.39,9.39,TAV1961_ANN_CONUS
3917160,9.18,9.18,9.18,TAV1961_ANN_CONUS
3917162,8.28,8.09,8.09,TAV1961_ANN_CONUS
3917164,8.78,8.78,8.78,TAV1961_ANN_CONUS
3917172,8.48,8.48,8.48,TAV1961_ANN_CONUS
3917176,8.62,8.17,8.17,TAV1961_ANN_CONUS
3917178,8.45,8.12,8.12,TAV1961_ANN_CONUS
3917194,8.19,8.19,8.19,TAV1961_ANN_CONUS
3917198,9.66,8.35,8.35,TAV1961_ANN_CONUS
3917200,10.1,8.44,8.44,TAV1961_ANN_CONUS
3917230,10.68,10.68,10.68,TAV1961_ANN_CONUS
3917244,10.61,8.28,8.18,TAV1961_ANN_CONUS
3917912,8.34,8.1,8.1,TAV1961_ANN_CONUS
3917914,8.45,8.4,8.4,TAV1961_ANN_CONUS
3917916,8.2,8.26,8.26,TAV1961_ANN_CONUS
3917918,9.03,8.28,8.28,TAV1961_ANN_CONUS
3917920,9.41,9.28,9.28,TAV1961_ANN_CONUS
3917922,9.76,9.76,9.76,TAV1961_ANN_CONUS
3917946,10.89,8.34,8.23,TAV1961_ANN_CONUS
3917948,10.18,8.48,8.48,TAV1961_ANN_CONUS
3917950,10.38,8.23,8.15,TAV1961_ANN_CONUS
948010089,9.84,9.77,9.77,TAV1961_ANN_CONUS
