COMID,CAT_PPT1986_ANN,ACC_PPT1986_ANN,TOT_PPT1986_ANN,source
3917070,877.56,877.56,877.56,PPT1986_ANN_CONUS
3917072,867.84,867.84,867.84,PPT1986_ANN_CONUS
3917082,821.52,821.52,821.52,PPT1986_ANN_CONUS
3917084,846.24,846.24,846.24,PPT1986_ANN_CONUS
3917106,784.8,821.4,821.4,PPT1986_ANN_CONUS
3917114,788.88,788.88,788.88,PPT1986_ANN_CONUS
3917130,749.52,783.72,783.72,PPT1986_ANN_CONUS
3917136,723.84,723.84,723.84,PPT1986_ANN_CONUS
3917138,648.84,648.84,648.84,PPT1986_ANN_CONUS
3917154,837.48,845.04,845.04,PPT1986_ANN_CONUS
3917156,768.72,768.72,768.72,PPT1986_ANN_CONUS
3917158,477.84,477.84,477.84,PPT1986_ANN_CONUS
3917160,521.28,521.28,521.28,PPT1986_ANN_CONUS
3917162,723.6,778.8,778.8,PPT1986_ANN_CONUS
3917164,675,675,675,PPT1986_ANN_CONUS
3917172,761.16,761.16,761.16,PPT1986_ANN_CONUS
3917176,757.56,778.2,778.2,PPT1986_ANN_CONUS
3917178,749.16,780.36,780.36,PPT1986_ANN_CONUS
3917194,853.08,853.08,853.08,PPT1986_ANN_CONUS
3917198,459.48,738.72,738.72,PPT1986_ANN_CONUS
3917200,419.76,719.16,719.16,PPT1986_ANN_CONUS
3917230,349.92,349.92,349.92,PPT1986_ANN_CONUS
3917244,365.28,772.8,815.28,PPT1986_ANN_CONUS
3917912,738.12,782.64,782.64,PPT1986_ANN_CONUS
3917914,655.68,665.52,665.52,PPT1986_ANN_CONUS
3917916,721.8,766.8,766.8,PPT1986_ANN_CONUS
3917918,603.12,755.76,755.76,PPT1986_ANN_CONUS
3917920,474.84,500.28,500.28,PPT1986_ANN_CONUS
3917922,438.84,438.84,438.84,PPT1986_ANN_CONUS
3917946,368.4,763.8,807.96,PPT1986_ANN_CONUS
3917948,406.68,713.28,713.28,PPT1986_ANN_CONUS
3917950,386.88,780.12,821.16,PPT1986_ANN_CONUS
948010089,431.28,438.24,438.24,PPT1986_ANN_CONUS
